id,definitionId,set,dots,slot,tier,level,locked,rerolledCount,equipped,source,assignedTo,primaryStat,primaryValue,primaryValueRaw,primaryRolls,primaryRawRolls,secondary1Stat,secondary1Value,secondary1ValueRaw,secondary1Rolls,secondary1RawRolls,secondary2Stat,secondary2Value,secondary2ValueRaw,secondary2Rolls,secondary2RawRolls,secondary3Stat,secondary3Value,secondary3ValueRaw,secondary3Rolls,secondary3RawRolls,secondary4Stat,secondary4Value,secondary4ValueRaw,secondary4Rolls,secondary4RawRolls
wuaaxeHKRH6KhUTB_u4RZA,162,Health,6,Arrow,5,15,False,0,True,equippedStatMod,,Offense %,0.32%,320000,0,,Speed,1116,1116,5,1941|2430|2110|2667|2019,Defense %,0.00048%,480,2,2281|2525,Protection,259,259,1,2597,Health,577,577,4,1438|1354|1682|1296
-4SBg_cUT5in7asynsUPjQ,165,Health,6,Circle,1,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Offense %,0.1%,100000,2,586680|383310,Offense,470,470,3,1963|1419|1319,Tenacity %,0.21%,210000,2,1076880|1073280,Potency %,0.000171%,171,1,1714
490Gjo_zQM-9JZhBbqoIhw,165,Health,6,Circle,1,15,False,0,True,equippedStatMod,,Offense,1600,1600,0,,Speed,550,550,2,2878|2629,Critical Avoidance %,0.42%,420000,1,4110250,Offense %,0.17%,170000,4,536730|392520|382770|382230,Defense,157,157,1,1572
4v6jAAAqRXu2nm3cxCmagw,165,Health,6,Circle,5,15,False,0,True,equippedStatMod,,Offense,1600,1600,0,,Health,601,601,5,899|1243|1294|1164|1411,Health %,16.01%,16010000,4,39584700|36512100|36487800|47603700,Tenacity %,0.23%,230000,2,977120|1414560,Offense %,0.06%,60000,1,518820
7ZBO9vYtRlyBDhuhJSc4Vg,165,Health,6,Circle,2,15,False,2,True,equippedStatMod,,Offense,1600,1600,0,,Tenacity %,0.09%,90000,1,926800,Potency %,0.000799%,799,3,2756|2338|2902,Offense %,0.09%,90000,2,523350|327240,Protection %,19%,19000000,3,67831600|61929800|60269200
CCsBzZyzT62AY52z6IxzVw,165,Health,6,Circle,5,15,False,1,True,equippedStatMod,,Offense,1600,1600,0,,Potency %,0.000716%,716,3,2386|1999|2776,Tenacity %,0.11%,110000,1,1191360,Offense %,0.24%,240000,5,578160|437130|448890|384000|520770,Protection,953,953,3,2156|3677|3704
IQoDMezQSGuK3orXtSwDnw,165,Health,6,Circle,2,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Offense %,0.06%,60000,1,587310,Defense,518,518,3,1623|1239|2319,Potency %,0.000488%,488,2,2009|2877,Defense %,0.000647%,647,3,2711|1782|1977
M95g1C8mRTG4Tbf1RgCZiw,165,Health,6,Circle,1,15,False,0,False,unequippedMod,,Offense,1600,1600,0,,Offense %,0.09%,90000,2,514470|321450,Speed,982,982,4,2959|2250|2900|1713,Health %,5.16%,5160000,1,51605100,Defense,141,141,1,1419
OIbR_lnER-2OS0blmWbcHg,165,Health,6,Circle,5,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Critical Avoidance %,1.07%,1070000,3,4494000|2955000|3224750,Tenacity %,0.54%,540000,4,950400|1596400|1504480|1351120,Offense %,0.11%,110000,2,503880|566070,Offense,486,486,3,1665|1737|1464
TgzfiEbXQ--qWfCl0IRxww,165,Health,6,Circle,1,15,False,0,True,equippedStatMod,,Offense,1600,1600,0,,Protection,258,258,1,2588,Health %,10.19%,10190000,2,49491000|52490700,Speed,532,532,2,2711|2608,Offense %,0.16%,160000,3,504720|448800|586920
Vv_gaa_sRRyNv9cilyobBA,165,Health,6,Circle,5,15,False,4,True,equippedStatMod,,Offense,1600,1600,0,,Speed,445,445,2,1989|2463,Health %,11.55%,11550000,3,44922600|34641000|36004500,Offense %,0.11%,110000,2,519810|562050,Tenacity %,0.64%,640000,5,1063680|1158000|1415600|1569680|1202560
WjKm_xSGSzKTzxg204HDcA,165,Health,6,Circle,5,15,False,4,True,equippedStatMod,,Offense,1600,1600,0,,Protection,281,281,1,2817,Defense,406,406,2,1935|2130,Health %,18.18%,18180000,4,46537200|43715700|41887800|49688100,Offense %,0.22%,220000,5,549330|335400|351690|430230|462570
Zg_FNsAFQJu6tgS_zcDTIg,165,Health,6,Circle,5,15,False,2,True,equippedStatMod,,Offense,1600,1600,0,,Defense %,0.001107%,1107,5,2860|1764|2166|1953|2332,Critical Avoidance %,1.25%,1250000,3,4638250|4520000|3316500,Tenacity %,0.23%,230000,2,813440|1514240,Offense %,0.09%,90000,2,551370|326550
bBXB7QldSA6VEg_qFCc-Kg,165,Health,6,Circle,1,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Offense %,0.15%,150000,3,571380|510180|374940,Protection %,17.3%,17300000,2,83807400|89221600,Health,280,280,2,1392|1414,Tenacity %,0.14%,140000,1,1485040
bUhNNukSRUCLLw6ReAFu0A,165,Health,6,Circle,3,15,False,0,True,equippedStatMod,,Offense,1600,1600,0,,Health,252,252,2,1330|1197,Defense %,0.000533%,533,3,1620|1521|2198,Potency %,0.000253%,253,1,2534,Offense %,0.19%,190000,4,427980|396210|431760|566850
s-xwI00LTfydMayJMlWhVg,165,Health,6,Circle,1,15,False,0,True,equippedStatMod,,Offense,1600,1600,0,,Defense %,0.00075%,750,3,2732|2197|2573,Potency %,0.000462%,462,2,2017|2603,Offense %,0.1%,100000,2,521340|461700,Health,152,152,1,1529
xisTcrJQQHmmoNJyuvijpw,165,Health,6,Circle,1,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Health,118,118,1,1181,Protection %,11.11%,11110000,2,60186400|50968000,Defense %,0.000714%,714,3,1989|2837|2320,Offense %,0.1%,100000,2,562260|392730
ADr96SRKTtuqXZ1mkQvtZQ,166,Health,6,Cross,1,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Health %,5.22%,5220000,1,52218000,Offense %,0.08%,80000,2,353940|416700,Defense %,0.000693%,693,3,2534|1746|2654,Health,190,190,2,958|948
DTrIFH6xRHWBJ7KnUClglQ,166,Health,6,Cross,3,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Offense,455,455,3,1511|1957|1086,Offense %,0.1%,100000,2,587400|316350,Protection,978,978,3,3387|3220|3176,Tenacity %,0.27%,270000,2,1274160|1433120
EKgIVvZ9RVmUFxwsdT-Z6Q,166,Health,6,Cross,1,15,False,0,True,equippedStatMod,,Offense,1600,1600,0,,Speed,680,680,3,2682|1544|2578,Offense %,0.1%,100000,2,549930|422850,Health %,8.46%,8460000,2,41056200|43629300,Defense,125,125,1,1253
GCRGSCzhQemmZ1MPo7A1ig,166,Health,6,Cross,1,15,False,1,True,equippedStatMod,,Offense,1600,1600,0,,Critical Avoidance %,0.76%,760000,2,4423000|3173000,Tenacity %,0.23%,230000,2,1571120|807120,Potency %,0.000319%,319,2,1616|1580,Offense %,0.09%,90000,2,512580|342150
HtNxefV8T2Ozs34jW4-PWg,166,Health,6,Cross,5,15,False,5,True,equippedStatMod,,Health,850,850,0,,Speed,975,975,4,2434|2403|2205|2713,Defense %,0.000482%,482,2,2533|2292,Offense %,0.1%,100000,2,586380|385590,Tenacity %,0.41%,410000,4,1256800|944800|1007760|974640
MNQKiGgvTOOW1nhjYcxlZA,166,Health,6,Cross,5,15,False,2,True,equippedStatMod,,Health,850,850,0,,Defense %,0.000512%,512,2,2865|2257,Protection,592,592,2,2999|2922,Offense %,0.19%,190000,4,551640|342870|426480|496320,Speed,1077,1077,4,2496|2736|2755|2793
MQE2tTxgSp62EEZOgAfvZA,166,Health,6,Cross,5,15,False,0,False,unequippedMod,,Defense %,0.003%,3000,0,,Offense %,0.1%,100000,2,455940|480180,Speed,1078,1078,5,1969|2046|2922|1701|2142,Health %,12.62%,12620000,3,39690000|38626200|47946600,Potency %,0.000376%,376,2,2100|1666
TBpgwtEwSbe7K_VZrMT5KA,166,Health,6,Cross,4,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Tenacity %,0.24%,240000,2,1325280|1122320,Offense %,0.22%,220000,5,536850|445230|465240|389550|343680,Defense,397,397,2,1646|2328,Offense,288,288,2,1624|1265
UFBWz36yT7SMqvxSFD9GCQ,166,Health,6,Cross,1,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Offense %,0.09%,90000,2,574050|312600,Tenacity %,0.39%,390000,3,1442880|1172880|1355360,Protection %,10.77%,10770000,2,61621600|46151800,Defense,158,158,1,1581
ZkFIpPgURRuvy3jgvuzWEw,166,Health,6,Cross,5,15,False,2,True,equippedStatMod,,Health,850,850,0,,Defense %,0.000878%,878,4,2380|1655|1844|2906,Offense %,0.17%,170000,3,597480|597360|413550,Tenacity %,0.24%,240000,2,1330400|1086320,Defense,585,585,3,2325|1461|2072
bXZOqhzoQCCpI_n76W0fCA,166,Health,6,Cross,1,15,False,0,True,equippedStatMod,,Protection,2000,2000,0,,Speed,427,427,2,2338|1934,Protection %,21.53%,21530000,3,46000000|84101800|85242600,Offense %,0.06%,60000,1,513720,Critical Avoidance %,0.7%,700000,2,3037750|3887500
e7sEZyaUTsSZVBDhnhZ0ZQ,166,Health,6,Cross,5,15,False,0,True,equippedStatMod,,Offense,1600,1600,0,,Health,237,237,2,1507|866,Defense %,0.000853%,853,4,1986|1935|2813|1795,Offense %,0.17%,170000,3,541440|548760|570810,Protection,788,788,3,2345|2302|3240
eZMEfKkCTSWPPCq67z4d4w,166,Health,6,Cross,1,15,False,0,True,equippedStatMod,,Potency %,0.0035%,3500,0,,Tenacity %,0.29%,290000,3,1023280|940720|1004800,Critical Avoidance %,1.13%,1130000,3,3330750|4892000|2986750,Offense %,0.06%,60000,1,547050,Protection %,6.65%,6650000,1,66585000
gzpAQikYQt-5as5ch3eZxw,166,Health,6,Cross,5,15,False,0,True,equippedStatMod,,Offense,1600,1600,0,,Health %,6.94%,6940000,2,35777700|33679800,Protection %,17.43%,17430000,2,89148000|85173600,Offense %,0.2%,200000,5,576660|427620|320160|315210|357750,Critical Avoidance %,1.16%,1160000,3,4145250|3213000|4156000
hmDCqwXpQ3W_8qsZgTj6jg,166,Health,6,Cross,1,15,False,0,True,equippedStatMod,,Defense %,0.003%,3000,0,,Health %,6.27%,6270000,2,34870500|27831600,Potency %,0.000554%,554,3,1501|2180|1867,Speed,462,462,2,2526|2102,Offense %,0.06%,60000,1,509820
kBT3tvD7RwKo-iM0hzIWWA,166,Health,6,Cross,2,15,False,0,True,equippedStatMod,,Defense %,0.003%,3000,0,,Defense,721,721,4,1605|1621|2207|1782,Tenacity %,0.28%,280000,2,1433680|1430480,Critical Avoidance %,0.26%,260000,1,2516000,Offense %,0.1%,100000,2,500340|480600
qdTJ8rjOS2KzL-_u3BmTQA,166,Health,6,Cross,2,15,False,0,True,equippedStatMod,,Health,850,850,0,,Potency %,0.000708%,708,3,2454|2644|1987,Defense,403,403,2,2175|1855,Defense %,0.000233%,233,1,2333,Offense %,0.16%,160000,3,543060|599220|445620
qnLqEYmrRvWm1CC7YrjF7A,166,Health,6,Cross,1,15,False,0,True,equippedStatMod,,Health,850,850,0,,Defense,191,191,1,1916,Offense %,0.06%,60000,1,574230,Tenacity %,0.45%,450000,4,1498960|1282160|877920|911200,Offense,354,354,2,1724|1818
v1BAOSQUQDWeiFLlr0C9Gg,166,Health,6,Cross,5,15,False,0,True,equippedStatMod,,Defense %,0.003%,3000,0,,Health %,8.08%,8080000,2,33139800|47660400,Potency %,0.000659%,659,3,1750|2559|2285,Protection,1115,1115,4,3435|2427|2134|3156,Offense %,0.15%,150000,3,532200|499890|401430
z7GLX75CQje7K5qkwoZ36A,166,Health,6,Cross,1,15,False,0,True,equippedStatMod,,Potency %,0.0035%,3500,0,,Offense %,0.06%,60000,1,508110,Offense,549,549,4,1660|1231|1112|1490,Speed,160,160,1,1600,Health %,6.97%,6970000,2,32067900|37675800
CH6eXnCKQg-W6VfI1e9IUw,163,Health,6,Diamond,1,15,False,0,True,equippedStatMod,,Protection,2000,2000,0,,Defense %,0.000284%,284,1,2849,Offense,345,345,2,1462|1995,Offense %,0.06%,60000,1,537300,Defense,670,670,4,1722|2082|1240|1663
EUc-hZQVRp2NblDjinvWOA,163,Health,6,Diamond,5,15,False,0,True,equippedStatMod,,Protection,2000,2000,0,,Offense,658,658,4,1753|1824|1066|1941,Offense %,0.1%,100000,2,530190|398640,Health,416,416,3,1699|853|1617,Tenacity %,0.35%,350000,3,1116880|830000|1555840
H4SU3Wv5Qn6OueLcex5NhA,163,Health,6,Diamond,2,15,False,0,True,equippedStatMod,,Protection,2000,2000,0,,Protection %,25.34%,25340000,4,51225600|82427400|46933800|72818000,Offense %,0.05%,50000,1,475680,Health %,4.94%,4940000,1,49437000,Tenacity %,0.34%,340000,3,1421680|1192160|853920
ON7E7tBwRE61AmV6TGlAYw,163,Health,6,Diamond,1,15,False,1,True,equippedStatMod,,Protection,2000,2000,0,,Critical Avoidance %,0.61%,610000,2,2616500|3445500,Defense,359,359,2,2052|1543,Health %,13.35%,13350000,3,39938400|42668100|50935500,Offense %,0.06%,60000,1,527190
OjHjOEysRUOZf1xJ0rS7sw,163,Health,6,Diamond,3,15,False,0,True,equippedStatMod,,Protection,2000,2000,0,,Offense %,0.15%,150000,3,557670|470010|386310,Defense,454,454,3,1622|1673|1246,Speed,385,385,2,2161|1693,Potency %,0.000462%,462,2,1724|2903
Q6kUpc_vR66Y4hRcEHWBFg,163,Health,6,Diamond,1,15,False,0,True,equippedStatMod,,Protection,2000,2000,0,,Defense %,0.000658%,658,3,2102|2106|2372,Offense %,0.06%,60000,1,595320,Speed,206,206,1,2061,Critical Avoidance %,1.12%,1120000,3,2795750|4513000|3791250
Y0U2gD7xRyGBvn7A0g-SQw,163,Health,6,Diamond,5,15,False,0,True,equippedStatMod,,Protection,2000,2000,0,,Defense,865,865,4,2338|2030|1952|2339,Protection %,15.37%,15370000,2,70978000|82754000,Offense %,0.18%,180000,4,503340|376050|593850|317790,Health,304,304,2,1421|1620
caa0xFw5QuiDmNOuzOvG1A,163,Health,6,Diamond,2,15,False,0,True,equippedStatMod,,Protection,2000,2000,0,,Critical Avoidance %,0.8%,800000,2,4323500|3635000,Defense %,0.000457%,457,2,2345|2233,Health %,2.78%,2780000,1,27842400,Offense %,0.2%,200000,4,537630|498990|565890|323700
cyZFJOROQX2UIOHYMHi9lg,163,Health,6,Diamond,1,15,False,0,True,equippedStatMod,,Protection,2000,2000,0,,Offense,265,265,2,1349|1309,Defense %,0.00049%,490,2,2609|2297,Defense,381,381,2,2184|1627,Offense %,0.11%,110000,2,581040|441570
o64hRAOgQ_ONCLqqpbnS4A,163,Health,6,Diamond,3,15,False,0,True,equippedStatMod,,Protection,2000,2000,0,,Tenacity %,0.33%,330000,3,958000|986960|1376800,Health %,3.01%,3010000,1,30159000,Offense,425,425,3,1617|1474|1165,Offense %,0.12%,120000,3,530790|312420|305010
6v_cC4VNQ1uQa8qoIaXRzg,161,Health,6,Square,1,15,False,1,True,equippedStatMod,,Health,850,850,0,,Protection,603,603,2,2833|3205,Speed,833,833,4,1782|2423|2249|1885,Offense %,0.06%,60000,1,583770,Defense %,0.000174%,174,1,1746
8yXsjCfmRxO5O0wOoyY-ew,161,Health,6,Square,2,15,False,0,True,equippedStatMod,,Health,850,850,0,,Protection,1139,1139,4,2107|3012|3573|2698,Defense %,0.000543%,543,2,2692|2744,Protection %,12.19%,12190000,2,67739600|54238600,Offense %,0.06%,60000,1,581580
BrqcXUVqRnS88X5P9fhf3g,161,Health,6,Square,1,15,False,0,True,equippedStatMod,,Health,850,850,0,,Protection,579,579,2,3538|2258,Protection %,15.53%,15530000,2,70651400|84663000,Offense %,0.11%,110000,2,535920|507720,Critical Avoidance %,0.67%,670000,2,3190250|3502750
O_CYvLkqRdenEUvpEJKuRw,161,Health,6,Square,2,15,False,0,True,equippedStatMod,,Health,850,850,0,,Defense %,0.000691%,691,3,1605|2774|2538,Defense,421,421,2,2236|1975,Potency %,0.000473%,473,2,2282|2448,Offense %,0.12%,120000,2,596610|577590
P9LuyW8nSf-1exG2EaOP6A,161,Health,6,Square,5,15,False,0,True,equippedStatMod,,Health,850,850,0,,Health %,13.26%,13260000,3,53160300|30696300|48748500,Offense %,0.14%,140000,3,571890|485250|307890,Potency %,0.000763%,763,4,1502|1655|1564|2913,Tenacity %,0.22%,220000,2,1411120|807200
PXFrfWIHTnyC9Gu_cNl9BQ,161,Health,6,Square,3,15,False,0,True,equippedStatMod,,Health,850,850,0,,Tenacity %,0.11%,110000,1,1163120,Offense %,0.06%,60000,1,595920,Critical Avoidance %,1.01%,1010000,3,2557000|4717500|2814000,Defense,975,975,5,1610|2311|2106|2338|1393
RY_nl00NR2Oc30C5gj3H3w,161,Health,6,Square,2,15,False,0,True,equippedStatMod,,Health,850,850,0,,Offense %,0.09%,90000,2,542430|344400,Health %,13.62%,13620000,3,52722900|52423200|31128300,Defense,346,346,2,1234|2232,Offense,380,380,2,1891|1910
RlQSwtzPSRmicwF9uoRcwA,161,Health,6,Square,1,15,False,0,True,equippedStatMod,,Health,850,850,0,,Defense %,0.000165%,165,1,1657,Critical Avoidance %,0.68%,680000,2,2804250|3908750,Offense %,0.14%,140000,3,547620|412830|416070,Potency %,0.000468%,468,2,1814|2865
ns5e63OASSiVLNJy0n9acw,161,Health,6,Square,5,15,False,5,True,equippedStatMod,,Health,850,850,0,,Tenacity %,0.36%,360000,3,933760|1482560|1276640,Defense %,0.000416%,416,2,1532|2631,Offense,418,418,3,1802|1273|1113,Offense %,0.22%,220000,4,560310|537300|505290|569910
reb-rl4-TeKV3w5wY8JVKw,161,Health,6,Square,5,15,False,0,True,equippedStatMod,,Health,850,850,0,,Tenacity %,0.44%,440000,4,1105120|1477200|1018160|897200,Critical Avoidance %,1.14%,1140000,3,4357000|3089000|3926500,Offense %,0.06%,60000,1,520350,Health %,18.12%,18120000,4,43807500|39436200|45848700|52201800
AvuLusROQMKaeD4XYCckkw,164,Health,6,Triangle,1,15,False,0,True,equippedStatMod,,Offense,1600,1600,0,,Health %,15.78%,15780000,4,44450100|37945800|28209600|47231100,Offense %,0.06%,60000,1,504330,Protection %,14.47%,14470000,2,74377400|70398400,Defense %,0.000181%,181,1,1810
DnJcZb_gR0CPWITBFd5BZQ,164,Health,6,Triangle,2,15,False,0,True,equippedStatMod,,Offense,1600,1600,0,,Health,258,258,2,1316|1272,Tenacity %,0.37%,370000,3,1456400|942240|1339120,Speed,409,409,2,1795|2295,Critical Avoidance %,0.62%,620000,2,3077250|3117750
FaY7gmqHRYWw9IEJxYouaw,164,Health,6,Triangle,5,15,False,0,True,equippedStatMod,,Defense,2000,2000,0,,Protection %,8.93%,8930000,1,89332000,Offense %,0.15%,150000,3,526770|516690|420810,Health %,19.05%,19050000,5,29994300|48899700|47865600|32659200|31095900,Offense,429,429,3,1396|1354|1546
GzfJFUQvQVCk0QEFfWyQzw,164,Health,6,Triangle,5,15,False,0,True,equippedStatMod,,Critical Damage %,0.0042%,4200,0,,Protection %,7.64%,7640000,1,76498000,Offense %,0.23%,230000,5,520830|512190|480360|317430|455310,Speed,406,406,2,1899|2163,Protection,1303,1303,4,2487|3840|3387|3317
UFvi9_X6SaWGMP7HApw8nw,164,Health,6,Triangle,1,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Potency %,0.000659%,659,3,2016|1802|2776,Health,314,314,2,1650|1493,Defense %,0.000298%,298,1,2985,Offense %,0.12%,120000,2,572430|539640
ZPmKU-6TQJKziLewzwMeUw,164,Health,6,Triangle,5,15,False,0,True,equippedStatMod,,Critical Damage %,0.0042%,4200,0,,Health,521,521,4,1566|924|1029|1697,Tenacity %,0.12%,120000,1,1203280,Offense %,0.11%,110000,2,509670|581910,Defense %,0.001035%,1035,5,1562|2089|2941|1592|2171
eigOsAxHS-eT13hiMYNRXg,164,Health,6,Triangle,5,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Tenacity %,0.24%,240000,2,1006960|1397600,Health,592,592,5,1281|1028|1600|914|1104,Offense %,0.13%,130000,3,428040|397950|458820,Health %,9.83%,9830000,2,52312500|45994500
kaLa8vytR8WJhzUeiJQfbw,164,Health,6,Triangle,2,15,False,0,True,equippedStatMod,,Health,850,850,0,,Protection,553,553,2,3494|2045,Offense,245,245,2,1154|1296,Offense %,0.09%,90000,2,505650|340410,Speed,708,708,3,2063|2418|2598
oRfiO6_TTBajQOjs_iTHEQ,164,Health,6,Triangle,4,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Protection,1363,1363,4,3693|2851|3723|3365,Critical Avoidance %,1.72%,1720000,4,4248500|4735000|4964750|3240000,Health %,4.81%,4810000,1,48157200,Offense %,0.07%,70000,2,355830|303360
rYXkC-iQRsKUdwYANcQFLQ,164,Health,6,Triangle,1,15,False,0,True,equippedStatMod,,Critical Damage %,0.0042%,4200,0,,Critical Avoidance %,0.76%,760000,2,4448000|3146000,Offense %,0.12%,120000,2,547710|563220,Health %,12.19%,12190000,3,39044700|30931200|52015500,Offense,180,180,1,1807
0xEeYTIUTqGaXUl8aauanA,252,Offense,5,Arrow,2,15,False,0,True,equippedStatMod,,Offense %,0.3%,300000,0,,Defense %,0.000161%,161,1,1612,Speed,216,216,1,2166,Tenacity %,0.07%,70000,1,703346,Protection %,11.58%,11580000,2,50575234|65239477
4mnHqq6JQPGVFcpwsSpEVw,252,Offense,5,Arrow,4,15,False,0,True,equippedStatMod,,Offense %,0.3%,300000,0,,Offense,82,82,1,825,Potency %,0.00049%,490,3,1855|1427|1624,Speed,377,377,2,2103|1667,Defense,202,202,1,2020
U2AlrZEdSd2MAxa0VVpvGw,252,Offense,5,Arrow,4,15,False,0,True,equippedStatMod,,Offense %,0.3%,300000,0,,Health %,9.38%,9380000,3,22000038|30929919|40907727,Health,87,87,2,355|524,Defense,152,152,1,1528,Offense,70,70,1,703
VXHSINM-TfW1lWhA4tKrzQ,252,Offense,5,Arrow,1,15,False,0,True,equippedStatMod,,Offense %,0.3%,300000,0,,Tenacity %,0.08%,80000,1,862498,Speed,149,149,1,1494,Protection,157,157,1,1576,Critical Avoidance %,0.35%,350000,1,3469476
Ymxxt96VQRSAEUaNxVlkMw,252,Offense,5,Arrow,2,15,False,0,True,equippedStatMod,,Offense %,0.3%,300000,0,,Defense,130,130,1,1305,Protection %,14.37%,14370000,2,61543307|82183717,Tenacity %,0.08%,80000,1,833931,Offense,64,64,1,648
yG8f5OP_Q-CZNIxwS3xyJQ,252,Offense,5,Arrow,4,15,False,0,True,equippedStatMod,,Offense %,0.3%,300000,0,,Protection,300,300,2,1310|1692,Health %,4.87%,4870000,2,23785157|24923090,Protection %,4.47%,4470000,1,44773493,Speed,347,347,2,2082|1388
-XQ5W4JUQmuBJdx3B-adXQ,252,Offense,5,Arrow,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Defense,198,198,1,1989,Protection,148,148,1,1480,Speed,141,141,1,1413,Offense %,0.05%,50000,1,507630
-wknWllPRjyHvg578cw7Mg,252,Offense,5,Arrow,1,12,False,0,True,equippedStatMod,,Offense,475,475,0,,Health,29,29,1,295,Offense %,0.05%,50000,1,550470,Potency %,0.000162%,162,1,1621,Protection,119,119,1,1193
3XYE00BjR-G0fwa12lE4Qw,252,Offense,5,Arrow,1,12,False,0,False,unequippedMod,,Offense,475,475,0,,Protection,149,149,1,1492,Offense %,0.05%,50000,1,588450,Protection %,4.64%,4640000,1,46434693,Defense %,0.000142%,142,1,1420
6Ct5uYglSJuP7FR51fKnKQ,252,Offense,5,Arrow,1,12,False,0,False,unequippedMod,,Speed,1900,1900,0,,Defense %,0.000154%,154,1,1544,Offense %,0.05%,50000,1,517140,Offense,64,64,1,644,Health,38,38,1,385
C41ikpuISOajs0bQHkydAQ,252,Offense,5,Arrow,1,12,False,0,False,unequippedMod,,Speed,1900,1900,0,,Tenacity %,0.06%,60000,1,667184,Protection %,4.24%,4240000,1,42427048,Offense %,0.05%,50000,1,531240,Defense,165,165,1,1653
Hz7aiPt2SOGZacB26RyWoA,252,Offense,5,Arrow,1,12,False,0,False,unequippedMod,,Speed,1900,1900,0,,Protection,104,104,1,1040,Offense %,0.05%,50000,1,557010,Critical Avoidance %,0.24%,240000,1,2317620,Potency %,0.000189%,189,1,1898
5rgm9svcTZGksFw5lAFP4w,252,Offense,5,Arrow,3,6,False,0,True,equippedStatMod,,Health,250,250,0,,Health %,2.71%,2710000,1,27164668,Defense,201,201,1,2011,Offense %,0.05%,50000,1,550890,Protection,102,102,1,1020
8DWE4RbTRY-Y-2QVYLDbgQ,252,Offense,5,Arrow,1,1,False,0,True,equippedStatMod,,Offense %,0.04%,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,
E5zxDXgRTjOR-8q_URJLvQ,252,Offense,5,Arrow,3,1,False,0,True,equippedStatMod,,Offense %,0.04%,40000,0,,Protection %,7.73%,7730000,1,77345472,Protection,163,163,1,1636,,,,0,,,,,0,
GCyEpmjmS-qq7-kow-DJjA,252,Offense,5,Arrow,1,1,False,0,True,equippedStatMod,,Offense %,0.04%,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,
NBGXgVmXTd6CkfhLksIb4A,252,Offense,5,Arrow,1,1,False,0,True,equippedStatMod,,Offense %,0.04%,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,
SZjiNca5RzmEZqORvc10nw,252,Offense,5,Arrow,3,1,False,0,True,equippedStatMod,,Speed,250,250,0,,Potency %,0.000131%,131,1,1318,Offense %,0.05%,50000,1,566130,,,,0,,,,,0,
UNDZHUJlQLekEJIYuUenXA,252,Offense,5,Arrow,5,1,False,0,True,equippedStatMod,,Health,63,63,0,,Potency %,0.000188%,188,1,1888,Critical Avoidance %,0.24%,240000,1,2362308,Offense %,0.05%,50000,1,577860,Defense,176,176,1,1760
aK-VZRz2R1SdXhqb5vg7SA,252,Offense,5,Arrow,1,1,False,0,True,equippedStatMod,,Offense %,0.04%,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,
i3IWeJAsTBGJzZVN5VfYMg,252,Offense,5,Arrow,3,1,False,0,True,equippedStatMod,,Offense %,0.04%,40000,0,,Defense,164,164,1,1641,Health,33,33,1,332,,,,0,,,,,0,
poAbt6A7Q160pAno6k3Hnw,252,Offense,5,Arrow,5,1,False,0,True,equippedStatMod,,Offense %,0.04%,40000,0,,Potency %,0.000171%,171,1,1711,Protection %,6.35%,6350000,1,63574124,Protection,145,145,1,1451,Defense,161,161,1,1612
ylpRgazqSiWnAf0-3xIE6Q,252,Offense,5,Arrow,2,1,False,0,True,equippedStatMod,,Speed,250,250,0,,Offense %,0.05%,50000,1,523980,,,,0,,,,,0,,,,,0,
Feort3myTma26JP2LZEDwg,255,Offense,5,Circle,5,15,False,0,True,equippedStatMod,,Offense,588,588,0,,Critical Avoidance %,0.43%,430000,1,4295292,Health,42,42,1,428,Offense %,0.15%,150000,3,593310|397950|581670,Protection %,20.69%,20690000,3,68765374|70754661|67448873
NoA_1qRRRC6Y8dJOoehPgA,255,Offense,5,Circle,2,15,False,0,True,equippedStatMod,,Speed,2350,2350,0,,Protection %,4.16%,4160000,1,41604754,Health,55,55,1,550,Defense %,0.00031%,310,2,1755|1345,Critical Avoidance %,0.27%,270000,1,2694732
TCFRPX0eSfGbgGclectSog,255,Offense,5,Circle,3,15,False,0,True,equippedStatMod,,Speed,2350,2350,0,,Tenacity %,0.04%,40000,1,498379,Protection %,4.65%,4650000,1,46559283,Defense,566,566,3,2115|1808|1740,Health %,3.27%,3270000,1,32760041
WebP87q3Tvi3LNSLXDQsiA,255,Offense,5,Circle,1,15,False,0,True,equippedStatMod,,Speed,2350,2350,0,,Protection,92,92,1,921,Offense %,0.05%,50000,1,502110,Defense %,0.000172%,172,1,1720,Potency %,0.000207%,207,1,2072
